model,rep,condition,trial_number,raw_choice,final_choice,intervened,correct,persistence_error
claude,3,TrajectoryOnly,25,color,color,0,0,1
claude,3,TrajectoryOnly,26,color,color,0,0,1
claude,3,TrajectoryOnly,27,color,shape,1,1,0
claude,3,TrajectoryOnly,28,color,color,0,0,1
claude,3,TrajectoryOnly,29,color,color,0,0,1
claude,3,TrajectoryOnly,30,color,color,0,0,1
claude,3,TrajectoryOnly,31,number,number,0,1,0
claude,3,TrajectoryOnly,32,color,color,0,0,0
claude,3,TrajectoryOnly,33,number,number,0,1,0
claude,3,TrajectoryOnly,34,shape,shape,0,0,1
claude,3,TrajectoryOnly,35,color,color,0,0,0
claude,3,TrajectoryOnly,36,shape,shape,0,0,1
claude,3,YokedRandom,1,color,color,0,1,0
claude,3,YokedRandom,2,color,color,0,1,0
claude,3,YokedRandom,3,color,color,0,1,0
claude,3,YokedRandom,4,color,color,0,1,0
claude,3,YokedRandom,5,color,color,0,1,0
claude,3,YokedRandom,6,color,color,0,1,0
claude,3,YokedRandom,7,color,color,0,0,1
claude,3,YokedRandom,8,number,number,0,0,0
claude,3,YokedRandom,9,color,color,0,0,1
claude,3,YokedRandom,10,color,number,1,0,0
claude,3,YokedRandom,11,color,shape,1,1,0
claude,3,YokedRandom,12,color,color,0,0,1
claude,3,YokedRandom,13,color,color,0,0,0
claude,3,YokedRandom,14,number,number,0,1,0
claude,3,YokedRandom,15,color,color,0,0,0
claude,3,YokedRandom,16,color,color,0,0,0
claude,3,YokedRandom,17,color,color,0,0,0
claude,3,YokedRandom,18,color,color,0,0,0
claude,3,YokedRandom,19,color,color,0,1,0
claude,3,YokedRandom,20,color,color,0,1,0
claude,3,YokedRandom,21,number,number,0,0,1
claude,3,YokedRandom,22,color,color,0,1,0
claude,3,YokedRandom,23,color,color,0,1,0
claude,3,YokedRandom,24,color,color,0,1,0
claude,3,YokedRandom,25,color,color,0,0,1
claude,3,YokedRandom,26,color,color,0,0,1
claude,3,YokedRandom,27,color,number,1,0,0
claude,3,YokedRandom,28,color,number,1,0,0
claude,3,YokedRandom,29,color,color,0,0,1
claude,3,YokedRandom,30,color,color,0,0,1
claude,3,YokedRandom,31,number,number,0,1,0
claude,3,YokedRandom,32,color,color,0,0,0
claude,3,YokedRandom,33,number,number,0,1,0
claude,3,YokedRandom,34,shape,shape,0,0,1
claude,3,YokedRandom,35,color,color,0,0,0
claude,3,YokedRandom,36,shape,shape,0,0,1
claude,3,OracleFull,1,color,color,0,1,0
claude,3,OracleFull,2,color,color,0,1,0
claude,3,OracleFull,3,color,color,0,1,0
claude,3,OracleFull,4,color,color,0,1,0
claude,3,OracleFull,5,color,color,0,1,0
claude,3,OracleFull,6,color,color,0,1,0
claude,3,OracleFull,7,color,shape,1,1,0
claude,3,OracleFull,8,number,number,0,0,0
claude,3,OracleFull,9,color,color,0,0,1
claude,3,OracleFull,10,color,color,0,0,1
claude,3,OracleFull,11,color,shape,1,1,0
claude,3,OracleFull,12,color,color,0,0,1
claude,3,OracleFull,13,color,color,0,0,0
claude,3,OracleFull,14,number,number,0,1,0
claude,3,OracleFull,15,color,color,0,0,0
claude,3,OracleFull,16,color,color,0,0,0
claude,3,OracleFull,17,color,number,1,1,0
claude,3,OracleFull,18,color,color,0,0,0
claude,3,OracleFull,19,color,color,0,1,0
claude,3,OracleFull,20,color,color,0,1,0
claude,3,OracleFull,21,number,color,1,1,0
claude,3,OracleFull,22,color,color,0,1,0
claude,3,OracleFull,23,color,color,0,1,0
claude,3,OracleFull,24,color,color,0,1,0
claude,3,OracleFull,25,color,shape,1,1,0
claude,3,OracleFull,26,color,shape,1,1,0
claude,3,OracleFull,27,color,shape,1,1,0
claude,3,OracleFull,28,color,color,0,0,1
claude,3,OracleFull,29,color,color,0,0,1
claude,3,OracleFull,30,color,shape,1,1,0
claude,3,OracleFull,31,number,number,0,1,0
claude,3,OracleFull,32,color,color,0,0,0
claude,3,OracleFull,33,number,number,0,1,0
claude,3,OracleFull,34,shape,shape,0,0,1
claude,3,OracleFull,35,color,color,0,0,0
claude,3,OracleFull,36,shape,shape,0,0,1
claude,4,RawLLM,1,color,color,0,1,0
claude,4,RawLLM,2,color,color,0,1,0
claude,4,RawLLM,3,color,color,0,1,0
claude,4,RawLLM,4,color,color,0,1,0
claude,4,RawLLM,5,color,color,0,1,0
claude,4,RawLLM,6,color,color,0,1,0
claude,4,RawLLM,7,color,color,0,0,1
claude,4,RawLLM,8,color,color,0,0,1
claude,4,RawLLM,9,shape,shape,0,1,0
claude,4,RawLLM,10,color,color,0,0,1
claude,4,RawLLM,11,color,color,0,0,1
claude,4,RawLLM,12,shape,shape,0,1,0
claude,4,RawLLM,13,color,color,0,0,0
claude,4,RawLLM,14,color,color,0,0,0
claude,4,RawLLM,15,color,color,0,0,0
claude,4,RawLLM,16,number,number,0,1,0
claude,4,RawLLM,17,color,color,0,0,0
claude,4,RawLLM,18,color,color,0,0,0
claude,4,RawLLM,19,number,number,0,0,1
claude,4,RawLLM,20,number,number,0,0,1
claude,4,RawLLM,21,color,color,0,1,0
claude,4,RawLLM,22,color,color,0,1,0
claude,4,RawLLM,23,number,number,0,0,1
claude,4,RawLLM,24,color,color,0,1,0
claude,4,RawLLM,25,color,color,0,0,1
claude,4,RawLLM,26,color,color,0,0,1
claude,4,RawLLM,27,color,color,0,0,1
claude,4,RawLLM,28,color,color,0,0,1
claude,4,RawLLM,29,color,color,0,0,1
claude,4,RawLLM,30,color,color,0,0,1
claude,4,RawLLM,31,color,color,0,0,0
claude,4,RawLLM,32,number,number,0,1,0
claude,4,RawLLM,33,shape,shape,0,0,1
claude,4,RawLLM,34,number,number,0,1,0
claude,4,RawLLM,35,color,color,0,0,0
claude,4,RawLLM,36,color,color,0,0,0
claude,4,RuleBlindFull,1,color,color,0,1,0
claude,4,RuleBlindFull,2,color,color,0,1,0
claude,4,RuleBlindFull,3,color,color,0,1,0
claude,4,RuleBlindFull,4,color,color,0,1,0
claude,4,RuleBlindFull,5,color,color,0,1,0
claude,4,RuleBlindFull,6,color,color,0,1,0
claude,4,RuleBlindFull,7,color,color,0,0,1
claude,4,RuleBlindFull,8,color,color,0,0,1
claude,4,RuleBlindFull,9,shape,shape,0,1,0
claude,4,RuleBlindFull,10,color,shape,1,1,0
claude,4,RuleBlindFull,11,color,color,0,0,1
claude,4,RuleBlindFull,12,shape,shape,0,1,0
claude,4,RuleBlindFull,13,color,color,0,0,0
claude,4,RuleBlindFull,14,color,color,0,0,0
claude,4,RuleBlindFull,15,color,color,0,0,0
claude,4,RuleBlindFull,16,number,number,0,1,0
claude,4,RuleBlindFull,17,color,color,0,0,0
claude,4,RuleBlindFull,18,color,color,0,0,0
claude,4,RuleBlindFull,19,number,number,0,0,1
claude,4,RuleBlindFull,20,number,number,0,0,1
claude,4,RuleBlindFull,21,color,color,0,1,0
claude,4,RuleBlindFull,22,color,color,0,1,0
claude,4,RuleBlindFull,23,number,number,0,0,1
claude,4,RuleBlindFull,24,color,color,0,1,0
claude,4,RuleBlindFull,25,color,color,0,0,1
claude,4,RuleBlindFull,26,color,color,0,0,1
claude,4,RuleBlindFull,27,color,shape,1,1,0
claude,4,RuleBlindFull,28,color,shape,1,1,0
claude,4,RuleBlindFull,29,color,color,0,0,1
claude,4,RuleBlindFull,30,color,color,0,0,1
claude,4,RuleBlindFull,31,color,color,0,0,0
claude,4,RuleBlindFull,32,number,number,0,1,0
claude,4,RuleBlindFull,33,shape,shape,0,0,1
claude,4,RuleBlindFull,34,number,number,0,1,0
claude,4,RuleBlindFull,35,color,color,0,0,0
claude,4,RuleBlindFull,36,color,color,0,0,0
claude,4,NoVeto,1,color,color,0,1,0
claude,4,NoVeto,2,color,color,0,1,0
claude,4,NoVeto,3,color,color,0,1,0
claude,4,NoVeto,4,color,color,0,1,0
claude,4,NoVeto,5,color,color,0,1,0
claude,4,NoVeto,6,color,color,0,1,0
claude,4,NoVeto,7,color,color,0,0,1
claude,4,NoVeto,8,color,color,0,0,1
claude,4,NoVeto,9,shape,shape,0,1,0
claude,4,NoVeto,10,color,color,0,0,1
claude,4,NoVeto,11,color,color,0,0,1
claude,4,NoVeto,12,shape,shape,0,1,0
claude,4,NoVeto,13,color,color,0,0,0
claude,4,NoVeto,14,color,color,0,0,0
claude,4,NoVeto,15,color,color,0,0,0
claude,4,NoVeto,16,number,number,0,1,0
claude,4,NoVeto,17,color,color,0,0,0
claude,4,NoVeto,18,color,color,0,0,0
claude,4,NoVeto,19,number,number,0,0,1
claude,4,NoVeto,20,number,number,0,0,1
claude,4,NoVeto,21,color,color,0,1,0
claude,4,NoVeto,22,color,color,0,1,0
claude,4,NoVeto,23,number,number,0,0,1
claude,4,NoVeto,24,color,color,0,1,0
claude,4,NoVeto,25,color,color,0,0,1
claude,4,NoVeto,26,color,color,0,0,1
claude,4,NoVeto,27,color,color,0,0,1
claude,4,NoVeto,28,color,color,0,0,1
claude,4,NoVeto,29,color,color,0,0,1
claude,4,NoVeto,30,color,color,0,0,1
claude,4,NoVeto,31,color,color,0,0,0
claude,4,NoVeto,32,number,number,0,1,0
claude,4,NoVeto,33,shape,shape,0,0,1
claude,4,NoVeto,34,number,number,0,1,0
claude,4,NoVeto,35,color,color,0,0,0
claude,4,NoVeto,36,color,color,0,0,0
claude,4,TrajectoryOnly,1,color,color,0,1,0
claude,4,TrajectoryOnly,2,color,color,0,1,0
claude,4,TrajectoryOnly,3,color,color,0,1,0
claude,4,TrajectoryOnly,4,color,color,0,1,0
claude,4,TrajectoryOnly,5,color,color,0,1,0
claude,4,TrajectoryOnly,6,color,shape,1,0,0
claude,4,TrajectoryOnly,7,color,color,0,0,1
claude,4,TrajectoryOnly,8,color,color,0,0,1
claude,4,TrajectoryOnly,9,shape,shape,0,1,0
claude,4,TrajectoryOnly,10,color,color,0,0,1
claude,4,TrajectoryOnly,11,color,color,0,0,1
claude,4,TrajectoryOnly,12,shape,shape,0,1,0
claude,4,TrajectoryOnly,13,color,color,0,0,0
claude,4,TrajectoryOnly,14,color,color,0,0,0
claude,4,TrajectoryOnly,15,color,color,0,0,0
claude,4,TrajectoryOnly,16,number,number,0,1,0
claude,4,TrajectoryOnly,17,color,color,0,0,0
claude,4,TrajectoryOnly,18,color,color,0,0,0
claude,4,TrajectoryOnly,19,number,number,0,0,1
claude,4,TrajectoryOnly,20,number,number,0,0,1
claude,4,TrajectoryOnly,21,color,color,0,1,0
claude,4,TrajectoryOnly,22,color,color,0,1,0
claude,4,TrajectoryOnly,23,number,number,0,0,1
claude,4,TrajectoryOnly,24,color,color,0,1,0
claude,4,TrajectoryOnly,25,color,color,0,0,1
claude,4,TrajectoryOnly,26,color,color,0,0,1
claude,4,TrajectoryOnly,27,color,color,0,0,1
claude,4,TrajectoryOnly,28,color,color,0,0,1
claude,4,TrajectoryOnly,29,color,shape,1,1,0
claude,4,TrajectoryOnly,30,color,color,0,0,1
claude,4,TrajectoryOnly,31,color,color,0,0,0
claude,4,TrajectoryOnly,32,number,number,0,1,0
claude,4,TrajectoryOnly,33,shape,shape,0,0,1
claude,4,TrajectoryOnly,34,number,number,0,1,0
claude,4,TrajectoryOnly,35,color,color,0,0,0
claude,4,TrajectoryOnly,36,color,color,0,0,0
claude,4,YokedRandom,1,color,color,0,1,0
claude,4,YokedRandom,2,color,color,0,1,0
claude,4,YokedRandom,3,color,color,0,1,0
claude,4,YokedRandom,4,color,color,0,1,0
claude,4,YokedRandom,5,color,color,0,1,0
claude,4,YokedRandom,6,color,color,0,1,0
claude,4,YokedRandom,7,color,color,0,0,1
claude,4,YokedRandom,8,color,color,0,0,1
claude,4,YokedRandom,9,shape,shape,0,1,0
claude,4,YokedRandom,10,color,number,1,0,0
claude,4,YokedRandom,11,color,color,0,0,1
claude,4,YokedRandom,12,shape,shape,0,1,0
claude,4,YokedRandom,13,color,color,0,0,0
claude,4,YokedRandom,14,color,color,0,0,0
claude,4,YokedRandom,15,color,color,0,0,0
claude,4,YokedRandom,16,number,number,0,1,0
claude,4,YokedRandom,17,color,color,0,0,0
claude,4,YokedRandom,18,color,color,0,0,0
claude,4,YokedRandom,19,number,number,0,0,1
claude,4,YokedRandom,20,number,number,0,0,1
claude,4,YokedRandom,21,color,color,0,1,0
claude,4,YokedRandom,22,color,color,0,1,0
claude,4,YokedRandom,23,number,number,0,0,1
claude,4,YokedRandom,24,color,color,0,1,0
claude,4,YokedRandom,25,color,color,0,0,1
claude,4,YokedRandom,26,color,color,0,0,1
claude,4,YokedRandom,27,color,number,1,0,0
claude,4,YokedRandom,28,color,shape,1,1,0
claude,4,YokedRandom,29,color,color,0,0,1
claude,4,YokedRandom,30,color,color,0,0,1
claude,4,YokedRandom,31,color,color,0,0,0
claude,4,YokedRandom,32,number,number,0,1,0
claude,4,YokedRandom,33,shape,shape,0,0,1
claude,4,YokedRandom,34,number,number,0,1,0
claude,4,YokedRandom,35,color,color,0,0,0
claude,4,YokedRandom,36,color,color,0,0,0
claude,4,OracleFull,1,color,color,0,1,0
claude,4,OracleFull,2,color,color,0,1,0
claude,4,OracleFull,3,color,color,0,1,0
claude,4,OracleFull,4,color,color,0,1,0
claude,4,OracleFull,5,color,color,0,1,0
claude,4,OracleFull,6,color,color,0,1,0
claude,4,OracleFull,7,color,shape,1,1,0
claude,4,OracleFull,8,color,shape,1,1,0
claude,4,OracleFull,9,shape,shape,0,1,0
claude,4,OracleFull,10,color,color,0,0,1
claude,4,OracleFull,11,color,color,0,0,1
claude,4,OracleFull,12,shape,shape,0,1,0
claude,4,OracleFull,13,color,color,0,0,0
claude,4,OracleFull,14,color,color,0,0,0
claude,4,OracleFull,15,color,number,1,1,0
claude,4,OracleFull,16,number,number,0,1,0
claude,4,OracleFull,17,color,color,0,0,0
claude,4,OracleFull,18,color,color,0,0,0
claude,4,OracleFull,19,number,color,1,1,0
claude,4,OracleFull,20,number,color,1,1,0
claude,4,OracleFull,21,color,color,0,1,0
claude,4,OracleFull,22,color,color,0,1,0
claude,4,OracleFull,23,number,number,0,0,1
claude,4,OracleFull,24,color,color,0,1,0
claude,4,OracleFull,25,color,shape,1,1,0
claude,4,OracleFull,26,color,shape,1,1,0
claude,4,OracleFull,27,color,shape,1,1,0
claude,4,OracleFull,28,color,color,0,0,1
claude,4,OracleFull,29,color,color,0,0,1
claude,4,OracleFull,30,color,shape,1,1,0
claude,4,OracleFull,31,color,color,0,0,0
claude,4,OracleFull,32,number,number,0,1,0
claude,4,OracleFull,33,shape,number,1,1,0
claude,4,OracleFull,34,number,number,0,1,0
claude,4,OracleFull,35,color,color,0,0,0
claude,4,OracleFull,36,color,color,0,0,0
claude,5,RawLLM,1,color,color,0,1,0
claude,5,RawLLM,2,color,color,0,1,0
claude,5,RawLLM,3,color,color,0,1,0
claude,5,RawLLM,4,color,color,0,1,0
claude,5,RawLLM,5,color,color,0,1,0
claude,5,RawLLM,6,color,color,0,1,0
claude,5,RawLLM,7,number,number,0,0,0
claude,5,RawLLM,8,shape,shape,0,1,0
claude,5,RawLLM,9,number,number,0,0,0
claude,5,RawLLM,10,color,color,0,0,1
claude,5,RawLLM,11,color,color,0,0,1
claude,5,RawLLM,12,number,number,0,0,0
claude,5,RawLLM,13,color,color,0,0,0
claude,5,RawLLM,14,number,number,0,1,0
claude,5,RawLLM,15,color,color,0,0,0
claude,5,RawLLM,16,color,color,0,0,0
claude,5,RawLLM,17,color,color,0,0,0
claude,5,RawLLM,18,color,color,0,0,0
claude,5,RawLLM,19,shape,shape,0,0,0
claude,5,RawLLM,20,color,color,0,1,0
claude,5,RawLLM,21,shape,shape,0,0,0
claude,5,RawLLM,22,color,color,0,1,0
claude,5,RawLLM,23,shape,shape,0,0,0
claude,5,RawLLM,24,color,color,0,1,0
claude,5,RawLLM,25,number,number,0,0,0
claude,5,RawLLM,26,color,color,0,0,1
claude,5,RawLLM,27,number,number,0,0,0
claude,5,RawLLM,28,color,color,0,0,1
claude,5,RawLLM,29,color,color,0,0,1
claude,5,RawLLM,30,color,color,0,0,1
claude,5,RawLLM,31,shape,shape,0,0,1
claude,5,RawLLM,32,shape,shape,0,0,1
claude,5,RawLLM,33,number,number,0,1,0
claude,5,RawLLM,34,color,color,0,0,0
claude,5,RawLLM,35,color,color,0,0,0
claude,5,RawLLM,36,shape,shape,0,0,1
claude,5,RuleBlindFull,1,color,color,0,1,0
claude,5,RuleBlindFull,2,color,color,0,1,0
claude,5,RuleBlindFull,3,color,color,0,1,0
claude,5,RuleBlindFull,4,color,color,0,1,0
claude,5,RuleBlindFull,5,color,color,0,1,0
claude,5,RuleBlindFull,6,color,color,0,1,0
claude,5,RuleBlindFull,7,number,number,0,0,0
claude,5,RuleBlindFull,8,shape,shape,0,1,0
claude,5,RuleBlindFull,9,number,number,0,0,0
claude,5,RuleBlindFull,10,color,color,0,0,1
claude,5,RuleBlindFull,11,color,color,0,0,1
claude,5,RuleBlindFull,12,number,number,0,0,0
claude,5,RuleBlindFull,13,color,shape,1,0,1
claude,5,RuleBlindFull,14,number,number,0,1,0
claude,5,RuleBlindFull,15,color,color,0,0,0
claude,5,RuleBlindFull,16,color,color,0,0,0
claude,5,RuleBlindFull,17,color,color,0,0,0
claude,5,RuleBlindFull,18,color,color,0,0,0
claude,5,RuleBlindFull,19,shape,shape,0,0,0
claude,5,RuleBlindFull,20,color,color,0,1,0
claude,5,RuleBlindFull,21,shape,shape,0,0,0
claude,5,RuleBlindFull,22,color,color,0,1,0
claude,5,RuleBlindFull,23,shape,shape,0,0,0
claude,5,RuleBlindFull,24,color,color,0,1,0
claude,5,RuleBlindFull,25,number,number,0,0,0
claude,5,RuleBlindFull,26,color,color,0,0,1
claude,5,RuleBlindFull,27,number,number,0,0,0
claude,5,RuleBlindFull,28,color,color,0,0,1
claude,5,RuleBlindFull,29,color,color,0,0,1
claude,5,RuleBlindFull,30,color,color,0,0,1
claude,5,RuleBlindFull,31,shape,shape,0,0,1
claude,5,RuleBlindFull,32,shape,shape,0,0,1
claude,5,RuleBlindFull,33,number,number,0,1,0
claude,5,RuleBlindFull,34,color,color,0,0,0
claude,5,RuleBlindFull,35,color,color,0,0,0
claude,5,RuleBlindFull,36,shape,shape,0,0,1
claude,5,NoVeto,1,color,color,0,1,0
claude,5,NoVeto,2,color,color,0,1,0
claude,5,NoVeto,3,color,color,0,1,0
claude,5,NoVeto,4,color,color,0,1,0
claude,5,NoVeto,5,color,color,0,1,0
claude,5,NoVeto,6,color,color,0,1,0
claude,5,NoVeto,7,number,number,0,0,0
claude,5,NoVeto,8,shape,shape,0,1,0
claude,5,NoVeto,9,number,number,0,0,0
claude,5,NoVeto,10,color,color,0,0,1
claude,5,NoVeto,11,color,color,0,0,1
claude,5,NoVeto,12,number,number,0,0,0
claude,5,NoVeto,13,color,color,0,0,0
claude,5,NoVeto,14,number,number,0,1,0
claude,5,NoVeto,15,color,color,0,0,0
claude,5,NoVeto,16,color,color,0,0,0
claude,5,NoVeto,17,color,color,0,0,0
claude,5,NoVeto,18,color,color,0,0,0
claude,5,NoVeto,19,shape,shape,0,0,0
claude,5,NoVeto,20,color,color,0,1,0
claude,5,NoVeto,21,shape,shape,0,0,0
claude,5,NoVeto,22,color,color,0,1,0
claude,5,NoVeto,23,shape,shape,0,0,0
claude,5,NoVeto,24,color,color,0,1,0
claude,5,NoVeto,25,number,number,0,0,0
claude,5,NoVeto,26,color,color,0,0,1
claude,5,NoVeto,27,number,number,0,0,0
claude,5,NoVeto,28,color,color,0,0,1
claude,5,NoVeto,29,color,color,0,0,1
claude,5,NoVeto,30,color,color,0,0,1
claude,5,NoVeto,31,shape,shape,0,0,1
claude,5,NoVeto,32,shape,shape,0,0,1
claude,5,NoVeto,33,number,number,0,1,0
claude,5,NoVeto,34,color,color,0,0,0
claude,5,NoVeto,35,color,color,0,0,0
claude,5,NoVeto,36,shape,shape,0,0,1
claude,5,TrajectoryOnly,1,color,color,0,1,0
claude,5,TrajectoryOnly,2,color,color,0,1,0
claude,5,TrajectoryOnly,3,color,color,0,1,0
claude,5,TrajectoryOnly,4,color,color,0,1,0
claude,5,TrajectoryOnly,5,color,color,0,1,0
claude,5,TrajectoryOnly,6,color,shape,1,0,0
claude,5,TrajectoryOnly,7,number,number,0,0,0
claude,5,TrajectoryOnly,8,shape,shape,0,1,0
claude,5,TrajectoryOnly,9,number,number,0,0,0
claude,5,TrajectoryOnly,10,color,color,0,0,1
claude,5,TrajectoryOnly,11,color,color,0,0,1
claude,5,TrajectoryOnly,12,number,number,0,0,0
claude,5,TrajectoryOnly,13,color,color,0,0,0
claude,5,TrajectoryOnly,14,number,number,0,1,0
claude,5,TrajectoryOnly,15,color,color,0,0,0
claude,5,TrajectoryOnly,16,color,color,0,0,0
claude,5,TrajectoryOnly,17,color,color,0,0,0
claude,5,TrajectoryOnly,18,color,color,0,0,0
claude,5,TrajectoryOnly,19,shape,shape,0,0,0
claude,5,TrajectoryOnly,20,color,color,0,1,0
claude,5,TrajectoryOnly,21,shape,shape,0,0,0
claude,5,TrajectoryOnly,22,color,color,0,1,0
claude,5,TrajectoryOnly,23,shape,shape,0,0,0
claude,5,TrajectoryOnly,24,color,color,0,1,0
claude,5,TrajectoryOnly,25,number,number,0,0,0
claude,5,TrajectoryOnly,26,color,color,0,0,1
claude,5,TrajectoryOnly,27,number,number,0,0,0
claude,5,TrajectoryOnly,28,color,color,0,0,1
claude,5,TrajectoryOnly,29,color,color,0,0,1
claude,5,TrajectoryOnly,30,color,color,0,0,1
claude,5,TrajectoryOnly,31,shape,shape,0,0,1
claude,5,TrajectoryOnly,32,shape,shape,0,0,1
claude,5,TrajectoryOnly,33,number,number,0,1,0
claude,5,TrajectoryOnly,34,color,color,0,0,0
claude,5,TrajectoryOnly,35,color,color,0,0,0
claude,5,TrajectoryOnly,36,shape,shape,0,0,1
claude,5,YokedRandom,1,color,color,0,1,0
claude,5,YokedRandom,2,color,color,0,1,0
claude,5,YokedRandom,3,color,color,0,1,0
claude,5,YokedRandom,4,color,color,0,1,0
claude,5,YokedRandom,5,color,color,0,1,0
claude,5,YokedRandom,6,color,color,0,1,0
claude,5,YokedRandom,7,number,number,0,0,0
claude,5,YokedRandom,8,shape,shape,0,1,0
claude,5,YokedRandom,9,number,number,0,0,0
claude,5,YokedRandom,10,color,color,0,0,1
claude,5,YokedRandom,11,color,color,0,0,1
claude,5,YokedRandom,12,number,number,0,0,0
claude,5,YokedRandom,13,color,shape,1,0,1
claude,5,YokedRandom,14,number,number,0,1,0
claude,5,YokedRandom,15,color,color,0,0,0
claude,5,YokedRandom,16,color,color,0,0,0
claude,5,YokedRandom,17,color,color,0,0,0
claude,5,YokedRandom,18,color,color,0,0,0
claude,5,YokedRandom,19,shape,shape,0,0,0
claude,5,YokedRandom,20,color,color,0,1,0
claude,5,YokedRandom,21,shape,shape,0,0,0
claude,5,YokedRandom,22,color,color,0,1,0
claude,5,YokedRandom,23,shape,shape,0,0,0
claude,5,YokedRandom,24,color,color,0,1,0
claude,5,YokedRandom,25,number,number,0,0,0
claude,5,YokedRandom,26,color,color,0,0,1
claude,5,YokedRandom,27,number,number,0,0,0
claude,5,YokedRandom,28,color,color,0,0,1
claude,5,YokedRandom,29,color,color,0,0,1
claude,5,YokedRandom,30,color,color,0,0,1
claude,5,YokedRandom,31,shape,shape,0,0,1
claude,5,YokedRandom,32,shape,shape,0,0,1
claude,5,YokedRandom,33,number,number,0,1,0
claude,5,YokedRandom,34,color,color,0,0,0
claude,5,YokedRandom,35,color,color,0,0,0
claude,5,YokedRandom,36,shape,shape,0,0,1
claude,5,OracleFull,1,color,color,0,1,0
claude,5,OracleFull,2,color,color,0,1,0
claude,5,OracleFull,3,color,color,0,1,0
claude,5,OracleFull,4,color,color,0,1,0
claude,5,OracleFull,5,color,color,0,1,0
claude,5,OracleFull,6,color,color,0,1,0
claude,5,OracleFull,7,number,number,0,0,0
claude,5,OracleFull,8,shape,shape,0,1,0
claude,5,OracleFull,9,number,number,0,0,0
claude,5,OracleFull,10,color,color,0,0,1
claude,5,OracleFull,11,color,color,0,0,1
claude,5,OracleFull,12,number,number,0,0,0
claude,5,OracleFull,13,color,color,0,0,0
claude,5,OracleFull,14,number,number,0,1,0
claude,5,OracleFull,15,color,color,0,0,0
claude,5,OracleFull,16,color,color,0,0,0
claude,5,OracleFull,17,color,number,1,1,0
claude,5,OracleFull,18,color,color,0,0,0
claude,5,OracleFull,19,shape,shape,0,0,0
claude,5,OracleFull,20,color,color,0,1,0
claude,5,OracleFull,21,shape,shape,0,0,0
claude,5,OracleFull,22,color,color,0,1,0
claude,5,OracleFull,23,shape,shape,0,0,0
claude,5,OracleFull,24,color,color,0,1,0
claude,5,OracleFull,25,number,number,0,0,0
claude,5,OracleFull,26,color,shape,1,1,0
claude,5,OracleFull,27,number,number,0,0,0
claude,5,OracleFull,28,color,color,0,0,1
claude,5,OracleFull,29,color,color,0,0,1
claude,5,OracleFull,30,color,shape,1,1,0
claude,5,OracleFull,31,shape,number,1,1,0
claude,5,OracleFull,32,shape,number,1,1,0
claude,5,OracleFull,33,number,number,0,1,0
claude,5,OracleFull,34,color,color,0,0,0
claude,5,OracleFull,35,color,color,0,0,0
claude,5,OracleFull,36,shape,shape,0,0,1
claude,6,RawLLM,1,color,color,0,1,0
claude,6,RawLLM,2,color,color,0,1,0
claude,6,RawLLM,3,color,color,0,1,0
claude,6,RawLLM,4,color,color,0,1,0
claude,6,RawLLM,5,color,color,0,1,0
claude,6,RawLLM,6,color,color,0,1,0
claude,6,RawLLM,7,color,color,0,0,1
claude,6,RawLLM,8,number,number,0,0,0
claude,6,RawLLM,9,color,color,0,0,1
claude,6,RawLLM,10,color,color,0,0,1
claude,6,RawLLM,11,color,color,0,0,1
claude,6,RawLLM,12,number,number,0,0,0
claude,6,RawLLM,13,color,color,0,0,0
claude,6,RawLLM,14,color,color,0,0,0
